tanggal;importir;nama_pemasok;deskripsi_barang;harga_satuan;nilai_invoice;netto_barang;pelabuhan_masuk;negara_asal
09/01/2024 00:00;PD Yulianti Budiman;Perum Prabowo Kusumo (Persero) Tbk;mie instan goreng;2194.11;83376.25;324.0;Tanjung Priok;KY
15/01/2024 00:00;PT Handayani Tbk;PD Zulkarnain Waluyo;kopi instan kemasan sachet;1504.35;777299275.03;4.04;Tanjung Priok;KY
27/01/2024 00:00;PT Handayani Tbk;CV Melani (Persero) Tbk;besi beton ulir;4700.98;911989.46;525.99;Makassar;KR
16/01/2024 00:00;CV Gunarto Uyainah Tbk;PT Melani USmah (Persero) Tbk;jaket kulit pria;4789.55;205950.74;624.15;Tanjung Emas;SG
09/01/2024 00:00;CV Marpaung Budiyanto;PD Halim;sepatu lari nike;4919.09;255792.55;632.36;Bitung;KY
20/01/2024 00:00;CV Marpaung Budiyanto;PT Kuswoyo Mandala;sarung tangan medis latex;42.46;6187418.92;8.1;Tanjung Priok;KY
16/01/2024 00:00;CV Marpaung Budiyanto;UD Nasyidah;mie instan goreng;4625.42;624431.72;378.84;Soekarno-Hatta;TH
01/01/2024 00:00;CV Sihombing Wibisono;PD Uyainah Sudiati;sepatu lari nike;4761.2;571343.86;63.51;Batam;IN
02/01/2024 00:00;CV Sihombing Wibisono;Perum Wibowo Tbk;laptop apple macbook pro;159.1;15433.16;622.19;Batam;DE
06/01/2024 00:00;CV Widodo;PD Saptono Sihombing Tbk;kamera dslr canon eos;2773.56;313412.28;725.28;Belawan;US
07/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Kuswandari Purwanti Tbk;drone dji mini pro;5187.11;969990.13;873.38;Tanjung Perak;IN
07/01/2024 00:00;CV Widodo;UD Nasyidah;besi beton ulir;2996.27;182692731.46;9.09;Makassar;CN
22/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Siregar;sarung tangan medis latex;905.48;2399514.53;1.05;Tanjung Emas;US
12/01/2024 00:00;Perum Halimah Tbk;Perum Siregar Kuswandari;plastik roll;3796.52;497343.75;110.83;Makassar;SG
08/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Sitompul Permata;sepeda anak roda;4733.8;553854.86;376.92;Soekarno-Hatta;SG
03/01/2024 00:00;UD Suryono;UD Sudiati Fujiati;kamera cctv infrared;2485043.36;34670953.89;476.96;Tanjung Emas;SG
25/01/2024 00:00;Perum Halimah Tbk;CV Waskita;pupuk urea granul;2079.82;324451.53;179.93;Makassar;SG
13/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;1154.35;71569.88;62.86;Tanjung Priok;KY
07/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Permata Putra;gula pasir rafinasi;3397.86;81548.72;353.79;Belawan;JP
08/01/2024 00:00;CV Sihombing Wibisono;Perum Anggriawan Hartati Tbk;besi beton ulir;3308.51;721135066.73;7.02;Tanjung Perak;TH
20/01/2024 00:00;PD Yulianti Budiman;Perum Putra;kamera cctv infrared;4165.87;66653.87;89.64;Batam;MY
17/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Kuswandari Purwanti Tbk;smartphone samsung galaxy;4804.78;1053689668.3;1.02;Batam;MY
20/01/2024 00:00;PD Yulianti Budiman;UD Salahudin Purnawati (Persero) Tbk;jaket kulit pria;6084.76;285983.87;542.61;Makassar;KR
19/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;72.39;7745.38;57.6;Tanjung Priok;CN
09/01/2024 00:00;CV Marpaung Budiyanto;UD Nasyidah;kopi instan kemasan sachet;2005.27;76200.39;602.95;Belawan;VN
05/01/2024 00:00;Perum Halimah Tbk;PD Halim;kamera dslr canon eos;4059.51;706354.14;3694.21;Batam;JP
10/01/2024 00:00;CV Widodo;CV Mandala;kopi instan kemasan sachet;4960.73;625051.68;238.26;Makassar;KR
16/01/2024 00:00;CV Marpaung Budiyanto;PD Saptono Sihombing Tbk;puzzle kayu;520208.93;92166894.54;332.37;Tanjung Priok;KY
02/01/2024 00:00;PD Yulianti Budiman;PD Uyainah Sudiati;kursi kantor ergonomis;77.92;9738190.52;1.08;Makassar;US
08/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Kuswandari Purwanti Tbk;minyak goreng sawit;3792.91;439977.4;345.81;Bitung;KY
12/01/2024 00:00;CV Marpaung Budiyanto;UD Zulaika Hutasoit;meja kantor kayu jati;5772332.81;28129657.84;475.85;Batam;TH
28/01/2024 00:00;UD Suryono;CV Mandala;plastik roll;252.78;25025.58;512.78;Bitung;KY
11/01/2024 00:00;UD Suryono;UD Nasyidah;pelumas industri shell;678.6;26465.37;758.43;Tanjung Emas;IN
10/01/2024 00:00;PT Handayani Tbk;Perum Prabowo Kusumo (Persero) Tbk;sarung tangan medis latex;4908.49;127620.65;119.53;Tanjung Perak;CN
25/01/2024 00:00;CV Sihombing Wibisono;PD Uyainah Sudiati;jaket kulit pria;3623.91;202939.16;2431.97;Tanjung Perak;KR
24/01/2024 00:00;CV Hassanah Wijaya;CV Pudjiastuti Nurdiyanti;kamera cctv infrared;8077314.84;283509725.26;70.3;Tanjung Perak;JP
30/01/2024 00:00;CV Hassanah Wijaya;PT Nasyiah;termometer digital;2885.66;5771.33;443.33;Makassar;DE
04/01/2024 00:00;PT Handayani Tbk;PD Zulkarnain Waluyo;konsol nintendo switch;521.02;86489.1;574.45;Soekarno-Hatta;CN
16/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;981.52;10796.7;565.1;Tanjung Priok;KY
27/01/2024 00:00;CV Hassanah Wijaya;UD Namaga (Persero) Tbk;kamera cctv infrared;2713.7;540025.96;452.79;Makassar;TH
07/01/2024 00:00;CV Marpaung Budiyanto;CV Pudjiastuti Nurdiyanti;kopi instan kemasan sachet;2670807.83;40062117.4;425.49;Batam;SG
10/01/2024 00:00;CV Hassanah Wijaya;Perum Siregar;jaket kulit pria;3771.35;75427.1;298.99;Batam;JP
03/01/2024 00:00;UD Suryono;Perum Prabowo Kusumo (Persero) Tbk;smartphone samsung galaxy;4438.61;843336.53;697.75;Batam;IN
15/01/2024 00:00;CV Hassanah Wijaya;PT Kuswoyo Mandala;alat tes antigen;4574.81;905812.05;636.03;Tanjung Perak;JP
18/01/2024 00:00;PD Yulianti Budiman;Perum Waskita Rahmawati (Persero) Tbk;drone dji mini pro;3262.4;629642.49;763.17;Soekarno-Hatta;CN
12/01/2024 00:00;CV Marpaung Budiyanto;PD Maryati Kuswandari;konsol nintendo switch;1623.19;230492.98;713.44;Batam;JP
22/01/2024 00:00;Perum Halimah Tbk;UD Sudiati Fujiati;drone dji mini pro;4799640.46;7734344990.37;49.58;Soekarno-Hatta;IN
05/01/2024 00:00;CV Hassanah Wijaya;CV Melani (Persero) Tbk;konsol nintendo switch;1780.19;53405.7;515.55;Belawan;JP
28/01/2024 00:00;UD Suryono;PD Sihombing Halimah;kain batik tulis pekalongan;2632.63;279058.68;130.25;Bitung;KY
28/01/2024 00:00;Perum Halimah Tbk;Perum Prabowo Kusumo (Persero) Tbk;jam tangan casio;2881.49;193059.56;489.65;Belawan;US
23/01/2024 00:00;PD Hutagalung Purnawati Tbk;PT Wahyudin (Persero) Tbk;meja kantor kayu jati;4031610.83;265120954.71;681.05;Makassar;JP
15/01/2024 00:00;PD Yulianti Budiman;PD Sihombing Halimah;kipas angin meja;4923.51;615438.31;256.45;Makassar;US
29/01/2024 00:00;UD Suryono;UD Zulaika Hutasoit;pupuk urea granul;4570.64;707414538.79;9.09;Soekarno-Hatta;TH
11/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Saefullah Tbk;kopi instan kemasan sachet;1255.04;149350.02;53.29;Soekarno-Hatta;JP
28/01/2024 00:00;CV Sihombing Wibisono;PD Halim;kamera cctv infrared;367.96;8831.0;488.13;Tanjung Perak;VN
10/01/2024 00:00;UD Suryono;CV Habibi Pudjiastuti Tbk;jaket kulit pria;68.4;5266.66;560.07;Tanjung Perak;KR
30/01/2024 00:00;PD Yulianti Budiman;UD Saefullah Tbk;printer inkjet canon pixma;2097.84;253838.13;148.74;Tanjung Perak;DE
23/01/2024 00:00;PD Yulianti Budiman;PD Marpaung Tbk;pelumas industri shell;51.19;4863.18;915.99;Tanjung Priok;KY
16/01/2024 00:00;UD Suryono;Perum Siregar Kuswandari;sepatu lari nike;2272.84;338653.65;480.58;Batam;SG
22/01/2024 00:00;PT Handayani Tbk;PD Siregar;konsol game playstation;1636.54;104738.64;863.29;Soekarno-Hatta;VN
02/01/2024 00:00;PD Yulianti Budiman;CV Zulaika (Persero) Tbk;kursi kantor ergonomis;5153.68;773052.01;462.04;Belawan;DE
01/01/2024 00:00;UD Suryono;PD Marpaung Tbk;kamera cctv infrared;1104.82;153570.23;030.33;Makassar;CN
15/01/2024 00:00;CV Hassanah Wijaya;Perum Waskita Rahmawati (Persero) Tbk;gula pasir rafinasi;174.8;18353.92;422.74;Belawan;JP
22/01/2024 00:00;CV Sihombing Wibisono;UD Kuswandari Purwanti Tbk;laptop apple macbook pro;2937.62;517021.31;177.08;Belawan;KR
17/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Sihombing Halimah;jarum suntik;1969.4;29541.0;83.56;Batam;US
19/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Zulkarnain Waluyo;alat pemadam api ringan;2498.29;374743.04;313.73;Tanjung Perak;KR
14/01/2024 00:00;PD Yulianti Budiman;Perum Prabowo Kusumo (Persero) Tbk;drone dji mini pro;2569.49;370007.1;914.49;Tanjung Priok;KY
03/01/2024 00:00;PD Yulianti Budiman;CV Sihombing;gula pasir rafinasi;2291.59;137495.38;846.14;Batam;DE
22/01/2024 00:00;CV Widodo;CV Zulaika (Persero) Tbk;kopi instan kemasan sachet;8726172.17;931594542.54;333.77;Tanjung Emas;JP
08/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Nasyidah;kerudung pashmina;1825.36;167933.47;402.99;Makassar;KR
02/01/2024 00:00;Perum Halimah Tbk;PT Nasyiah;termometer digital;834.1;29193.48;218.88;Belawan;US
04/01/2024 00:00;PT Handayani Tbk;UD Zulaika Hutasoit;sepatu lari nike;2978.07;95298.12;467.49;Batam;TH
12/01/2024 00:00;CV Hassanah Wijaya;Perum Anggriawan Hartati Tbk;kabel listrik tembaga;737.8;120999.25;160.12;Makassar;DE
13/01/2024 00:00;UD Suryono;PT Nasyiah;termometer digital;2789.4;468619.55;810.66;Belawan;DE
28/01/2024 00:00;CV Hassanah Wijaya;PT Nasyiah;sepatu lari nike;1007.58;113856.66;462.94;Tanjung Perak;VN
06/01/2024 00:00;CV Hassanah Wijaya;UD Zulaika Hutasoit;sepatu lari nike;3997.4;655573.46;387.47;Tanjung Emas;JP
30/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Sitompul Permata;kerudung pashmina;1483.76;142441.25;583.45;Belawan;JP
25/01/2024 00:00;CV Marpaung Budiyanto;Perum Pangestu Najmudin Tbk;kerudung pashmina;2684.77;61749.75;918.99;Makassar;KR
14/01/2024 00:00;CV Sihombing Wibisono;CV Pudjiastuti Nurdiyanti;alat tes antigen;6955474.96;86064974.22;221.39;Soekarno-Hatta;TH
27/01/2024 00:00;UD Suryono;UD Kuswandari Purwanti Tbk;sepeda anak roda;1316.62;107962.75;646.88;Belawan;IN
15/01/2024 00:00;CV Hassanah Wijaya;UD Mahendra (Persero) Tbk;sarung tangan medis latex;1869.9;565781141.26;3.02;Tanjung Perak;JP
22/01/2024 00:00;PT Handayani Tbk;Perum Anggriawan Hartati Tbk;sepeda anak roda;3659.37;526949.6;815.28;Soekarno-Hatta;SG
26/01/2024 00:00;Perum Halimah Tbk;UD Palastri Tbk;pelumas industri shell;1694.6;101676.19;358.79;Tanjung Perak;KR
13/01/2024 00:00;CV Marpaung Budiyanto;PT Melani USmah (Persero) Tbk;mie instan goreng;657.11;10513.83;156.48;Soekarno-Hatta;IN
16/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;54.12;2435.29;370.45;Tanjung Priok;CN
17/01/2024 00:00;Perum Halimah Tbk;PD Uyainah Sudiati;cokelat batangan;1389.85;76441.63;338.26;Tanjung Emas;IN
24/01/2024 00:00;CV Sihombing Wibisono;PD Sihombing Tbk;kain batik tulis pekalongan;1454.85;164397.75;931.85;Batam;US
21/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Hutagalung (Persero) Tbk;gula pasir rafinasi;2101.78;73591180.91;1.08;Batam;TH
26/01/2024 00:00;UD Suryono;UD Mahendra (Persero) Tbk;sepeda anak roda;66.13;7869.8;58.5;Tanjung Emas;KR
08/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Lailasari Tbk;besi beton ulir;2641.66;129441.15;415.29;Tanjung Emas;IN
08/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;2294.82;133099.58;319.13;Tanjung Priok;KY
09/01/2024 00:00;CV Sihombing Wibisono;Perum Putra;meja kantor kayu jati;2738.57;410785.97;781.9;Soekarno-Hatta;TH
06/01/2024 00:00;CV Marpaung Budiyanto;Perum Siregar;mie instan goreng;1011659.36;271982090.36;130.36;Tanjung Priok;KY
14/01/2024 00:00;UD Suryono;PD Sihombing Tbk;sepatu lari nike;4355.06;253826057.3;3.06;Tanjung Perak;TH
07/01/2024 00:00;CV Marpaung Budiyanto;PD Putra Hastuti Tbk;kipas angin meja;6239.21;248115554.93;7.05;Belawan;TH
27/01/2024 00:00;CV Hassanah Wijaya;PT Kuswoyo Mandala;pelumas industri shell;2056.19;291979.26;897.39;Tanjung Perak;VN
05/01/2024 00:00;CV Widodo;CV Sihombing;minyak goreng sawit;4992.83;913688.34;366.24;Belawan;VN
02/01/2024 00:00;CV Widodo;Perum Pangestu Najmudin Tbk;oli mesin kendaraan;717.6;27268.66;901.81;Batam;CN
19/01/2024 00:00;UD Suryono;PD Lailasari Tbk;alat tes antigen;2840.0;156199.79;517.78;Tanjung Emas;MY
02/01/2024 00:00;CV Sihombing Wibisono;UD Namaga (Persero) Tbk;sepeda anak roda;240.59;27667.96;548.09;Tanjung Priok;KY
23/01/2024 00:00;PD Yulianti Budiman;UD Sudiati Fujiati;router tplink archer;2714.94;70588.5;81.85;Soekarno-Hatta;TH
15/01/2024 00:00;PT Handayani Tbk;UD Sitompul Permata;sepeda anak roda;3800.39;672669.66;449.15;Belawan;MY
08/01/2024 00:00;Perum Halimah Tbk;PD Marpaung Tbk;sarung tangan medis latex;639.51;88891.86;520.25;Tanjung Priok;KY
04/01/2024 00:00;UD Suryono;Perum Siregar Kuswandari;printer inkjet canon pixma;3503.12;70062.49;257.34;Tanjung Emas;US
16/01/2024 00:00;CV Widodo;UD Saefullah Tbk;printer inkjet canon pixma;690.69;3859295.23;7.04;Tanjung Emas;KR
11/01/2024 00:00;CV Sihombing Wibisono;Perum Siregar Kuswandari;sepeda anak roda;1227.84;228378.23;248.06;Belawan;SG
08/01/2024 00:00;Perum Halimah Tbk;CV Mandala;semen portland;1592.75;261210.58;335.36;Tanjung Priok;KY
29/01/2024 00:00;CV Sihombing Wibisono;Perum Putra;kamera cctv infrared;1414.63;115999.79;67.35;Tanjung Priok;KY
05/01/2024 00:00;CV Widodo;UD Mahendra (Persero) Tbk;puzzle kayu;59.4;2732.28;81.98;Tanjung Emas;DE
19/01/2024 00:00;CV Widodo;Perum Siregar;sepatu lari nike;1435.56;232560.44;282.94;Tanjung Perak;MY
27/01/2024 00:00;CV Marpaung Budiyanto;UD Namaga (Persero) Tbk;sepatu lari nike;5238.47;429554.52;275.55;Soekarno-Hatta;US
19/01/2024 00:00;PT Handayani Tbk;PD Najmudin (Persero) Tbk;alat tes antigen;890.11;6507438.16;4.02;Makassar;DE
10/01/2024 00:00;CV Hassanah Wijaya;UD Mahendra (Persero) Tbk;kabel listrik tembaga;1206.6;57916.61;312.78;Tanjung Perak;IN
04/01/2024 00:00;CV Hassanah Wijaya;CV Zulaika (Persero) Tbk;rice cooker cosmos;2045.23;231111.55;219.87;Soekarno-Hatta;IN
13/01/2024 00:00;PT Handayani Tbk;PD Siregar;kipas angin meja;4007.19;16028.75;297.46;Makassar;CN
20/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Zulkarnain Waluyo;kain batik tulis pekalongan;4225.09;498560.13;856.74;Batam;DE
25/01/2024 00:00;Perum Halimah Tbk;UD Kuswandari Purwanti Tbk;pelumas industri shell;4761.56;757088.32;360.15;Tanjung Priok;KY
10/01/2024 00:00;PT Handayani Tbk;PD Sihombing Halimah;plastik roll;839.6;94035.58;675.37;Makassar;US
08/01/2024 00:00;PD Yulianti Budiman;Perum Waskita Rahmawati (Persero) Tbk;sarung tangan medis latex;4535.8;572948140.46;3.09;Tanjung Perak;TH
21/01/2024 00:00;CV Sihombing Wibisono;PD Saptono Sihombing Tbk;mainan edukasi anak;2075.68;332108.34;109.87;Batam;SG
21/01/2024 00:00;UD Suryono;Perum Siregar;meja kantor kayu jati;1394.55;92040.28;65.91;Belawan;US
25/01/2024 00:00;CV Widodo;CV Simanjuntak Manullang;jaket kulit pria;1970.6;269971.76;946.5;Batam;TH
28/01/2024 00:00;CV Sihombing Wibisono;PD Saptono Sihombing Tbk;printer inkjet canon pixma;2887.28;404219.49;450.03;Makassar;MY
18/01/2024 00:00;CV Sihombing Wibisono;Perum Anggriawan Hartati Tbk;router tplink archer;5014808.42;501480842.25;542.56;Belawan;IN
28/01/2024 00:00;UD Suryono;Perum Putra;gula pasir rafinasi;3871.6;445233.76;152.07;Batam;IN
14/01/2024 00:00;PT Handayani Tbk;PT Nasyiah;alat tes antigen;447677.92;8953558.31;581.2;Tanjung Priok;KY
19/01/2024 00:00;CV Sihombing Wibisono;PD Saptono Sihombing Tbk;kabel listrik tembaga;2039.03;140693.36;48.84;Tanjung Emas;JP
06/01/2024 00:00;CV Hassanah Wijaya;PD Maryati Kuswandari;jaket kulit pria;1158.88;178466.86;539.78;Belawan;DE
10/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Salahudin Purnawati (Persero) Tbk;vacuum cleaner xiaomi;751.08;67596.85;9.55;Tanjung Perak;VN
23/01/2024 00:00;PD Yulianti Budiman;CV Zulaika (Persero) Tbk;gula pasir rafinasi;1333.1;199964.7;853.52;Batam;CN
12/01/2024 00:00;CV Widodo;CV Zulaika (Persero) Tbk;kamera dslr canon eos;2755.79;363763.83;929.72;Tanjung Priok;KY
08/01/2024 00:00;CV Hassanah Wijaya;PD Thamrin Pertiwi;rice cooker cosmos;5172.95;827672.59;369.66;Soekarno-Hatta;US
09/01/2024 00:00;UD Suryono;PD Thamrin Pertiwi;router tplink archer;695.97;22967.01;247.89;Makassar;IN
20/01/2024 00:00;CV Hassanah Wijaya;CV Mandala;pelumas industri shell;1098652.5;314259859.77;357.42;Tanjung Priok;KY
27/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Suwarno Wibowo;alat pemadam api ringan;3142.52;345677.68;620.78;Makassar;SG
11/01/2024 00:00;Perum Halimah Tbk;PD Thamrin Pertiwi;cokelat batangan;1304.1;28690.25;634.59;Tanjung Priok;KY
25/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Kuswandari Purwanti Tbk;kipas angin meja;1082.31;137452.74;886.07;Soekarno-Hatta;VN
10/01/2024 00:00;CV Widodo;PD Halim;aluminium foil roll;8975057.81;429859595.86;616.67;Tanjung Perak;KR
13/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;sepatu lari nike;5549.2;3191.57;261.51;Tanjung Priok;KY
27/01/2024 00:00;Perum Halimah Tbk;Perum Pangestu Najmudin Tbk;kipas angin meja;1280.0;55039.95;557.94;Belawan;US
19/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Pangestu Najmudin Tbk;minyak goreng sawit;807.17;156591.21;826.69;Soekarno-Hatta;US
27/01/2024 00:00;UD Suryono;UD Sudiati Fujiati;kerudung pashmina;4895.36;768571.32;675.94;Batam;DE
01/01/2024 00:00;PD Yulianti Budiman;CV Waskita;sepatu lari nike;6047.4;634977.16;255.31;Bitung;KY
28/01/2024 00:00;PT Handayani Tbk;PD Marpaung Tbk;jaket kulit pria;1712.03;191747.19;982.28;Batam;VN
22/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Pangestu Najmudin Tbk;vacuum cleaner xiaomi;3293.9;349153.47;517.17;Batam;DE
24/01/2024 00:00;CV Marpaung Budiyanto;UD Nasyidah;kamera dslr canon eos;2414.68;321574185.02;9.03;Batam;SG
10/01/2024 00:00;UD Suryono;Perum Pangestu Najmudin Tbk;gula pasir rafinasi;1614.31;253446.71;190.47;Makassar;CN
26/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Sudiati Fujiati;router tplink archer;9521843.65;536883361.27;836.81;Belawan;US
16/01/2024 00:00;PT Handayani Tbk;PD Halim;mainan edukasi anak;840342.57;83748432.99;922.58;Tanjung Perak;JP
28/01/2024 00:00;Perum Halimah Tbk;CV Waskita;sepatu lari nike;666.03;49286.07;204.94;Makassar;TH
12/01/2024 00:00;Perum Halimah Tbk;PD Thamrin Pertiwi;sepatu lari nike;1368.44;562395513.3;2.06;Belawan;JP
08/01/2024 00:00;CV Hassanah Wijaya;CV Sihombing;oled inch;1140.13;220044.86;266.11;Tanjung Emas;SG
19/01/2024 00:00;CV Sihombing Wibisono;UD Nasyidah;mesin cuci;356600.96;4735812.53;453.82;Belawan;VN
24/01/2024 00:00;CV Marpaung Budiyanto;Perum Suwarno Wibowo;sepatu lari nike;353.72;45276.55;177.47;Soekarno-Hatta;IN
29/01/2024 00:00;PD Hutagalung Purnawati Tbk;PD Halim;printer laserjet;1426.81;252545.48;289.24;Soekarno-Hatta;TH
10/01/2024 00:00;UD Suryono;PD Saptono Sihombing Tbk;kabel listrik tembaga;304.4;56313.36;122.98;Soekarno-Hatta;KR
27/01/2024 00:00;Perum Halimah Tbk;CV USda Wulandari;meja kantor kayu jati;2387.9;188644.42;118.18;Makassar;KR
12/01/2024 00:00;CV Widodo;Perum Melani (Persero) Tbk;kerudung pashmina;2470.43;222338.31;517.42;Tanjung Emas;JP
19/01/2024 00:00;Perum Halimah Tbk;Perum Suwarno Wibowo;jam tangan casio;103.77;6226.19;73.74;Tanjung Perak;SG
12/01/2024 00:00;Perum Halimah Tbk;PD Putra Hastuti Tbk;kopi instan kemasan sachet;1632.2;19586.36;228.39;Tanjung Perak;MY
26/01/2024 00:00;CV Marpaung Budiyanto;CV USda Wulandari;topi baseball adidas;1064.3;42571.87;405.3;Tanjung Perak;MY
14/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Sitompul Permata;alat tes antigen;2655.16;82310.05;500.24;Tanjung Perak;KR
24/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Melani (Persero) Tbk;oli mesin kendaraan;270846.37;63542318.31;407.52;Belawan;CN
15/01/2024 00:00;CV Hassanah Wijaya;CV Waskita;meja kantor kayu jati;2058.86;98825.38;520.5;Soekarno-Hatta;SG
21/01/2024 00:00;PD Yulianti Budiman;UD Zulaika Hutasoit;smartphone samsung galaxy;1956.05;154527.62;20.46;Tanjung Emas;TH
14/01/2024 00:00;CV Widodo;Perum Prabowo Kusumo (Persero) Tbk;mainan edukasi anak;4110.52;221967.98;244.84;Tanjung Emas;KR
19/01/2024 00:00;CV Widodo;Perum Pratama Tbk;aluminium foil roll;1418.04;2319685.49;1.06;Belawan;VN
19/01/2024 00:00;CV Sihombing Wibisono;UD Salahudin Purnawati (Persero) Tbk;alat tes antigen;4100.49;471555.96;377.4;Soekarno-Hatta;SG
20/01/2024 00:00;CV Hassanah Wijaya;UD Sitompul Permata;minyak goreng sawit;4437.02;346087.56;333.5;Belawan;CN
15/01/2024 00:00;CV Gunarto Uyainah Tbk;PD Zulkarnain Waluyo;plastik roll;100.06;13987518.94;7.09;Tanjung Priok;MY
25/01/2024 00:00;CV Widodo;CV Melani (Persero) Tbk;perabot dapur stainless;2129.64;338613.34;281.14;Makassar;JP
09/01/2024 00:00;PT Handayani Tbk;Perum Waskita Rahmawati (Persero) Tbk;perabot dapur stainless;235.94;29021.22;410.99;Tanjung Priok;JP
22/01/2024 00:00;Perum Halimah Tbk;PT Nasyiah;termometer digital;4371.48;424033.16;353.1;Batam;KR
22/01/2024 00:00;CV Hassanah Wijaya;PD Thamrin Pertiwi;alat tes antigen;204.33;26971.15;522.18;Batam;TH
06/01/2024 00:00;PD Yulianti Budiman;PD Sihombing Halimah;pelumas industri shell;2074.82;161835.7;298.9;Tanjung Emas;IN
24/01/2024 00:00;CV Hassanah Wijaya;CV Mandala;printer inkjet canon pixma;4391.33;478654.49;952.74;Tanjung Emas;KR
19/01/2024 00:00;CV Gunarto Uyainah Tbk;Perum Pratama Tbk;mesin cuci;4434.62;363073481.68;7.03;Belawan;JP
10/01/2024 00:00;CV Marpaung Budiyanto;PT Melani USmah (Persero) Tbk;kain batik tulis pekalongan;1769.55;350371.82;954.27;Batam;DE
28/01/2024 00:00;PD Hutagalung Purnawati Tbk;UD Mahendra (Persero) Tbk;kabel listrik tembaga;2091.53;69020.48;210.55;Tanjung Emas;US
07/01/2024 00:00;PD Yulianti Budiman;PD Saptono Sihombing Tbk;kain batik tulis pekalongan;4011.68;100292.07;581.3;Soekarno-Hatta;KR
29/01/2024 00:00;CV Sihombing Wibisono;CV USda Wulandari;konsol nintendo switch;66.94;9036.39;768.89;Soekarno-Hatta;CN
29/01/2024 00:00;CV Gunarto Uyainah Tbk;UD Hutagalung (Persero) Tbk;kabel listrik tembaga;4042.55;109148.89;744.46;Tanjung Emas;VN
26/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Zulaika (Persero) Tbk;semen portland;994.08;105372.16;872.38;Tanjung Priok;CN
27/01/2024 00:00;PD Yulianti Budiman;PD Maryati Kuswandari;aluminium foil roll;1633.36;11355410.11;6.06;Tanjung Perak;IN
08/01/2024 00:00;Perum Halimah Tbk;PD Halim;minyak goreng sawit;1632.72;207355.93;295.29;Belawan;JP
16/01/2024 00:00;CV Hassanah Wijaya;PD Uyainah Sudiati;meja kantor kayu jati;2053.77;6161.32;398.77;Batam;SG
04/01/2024 00:00;PT Handayani Tbk;PD Halim;sepeda anak roda;2036.52;24438.24;673.38;Tanjung Emas;MY
13/01/2024 00:00;PD Hutagalung Purnawati Tbk;CV Mandala;kompor gas rinnai tungku;4263.82;562824.18;281.12;Batam;VN
21/01/2024 00:00;CV Marpaung Budiyanto;Perum Prabowo Kusumo (Persero) Tbk;minyak goreng sawit;874677.82;58838593.88;442.16;Soekarno-Hatta;DE
24/01/2024 00:00;PD Hutagalung Purnawati Tbk;Perum Pangestu Najmudin Tbk;semen portland;5166622.53;438827022.34;145.66;Tanjung Perak;DE
07/01/2024 00:00;PT Handayani Tbk;UD Namaga (Persero) Tbk;topi baseball adidas;3264.84;280776.37;76.79;Soekarno-Hatta;TH
02/01/2024 00:00;CV Marpaung Budiyanto;PD Najmudin (Persero) Tbk;konsol game playstation;1843.4;272822.9;244.02;Makassar;US
19/01/2024 00:00;CV Widodo;UD Salahudin Purnawati (Persero) Tbk;kompor gas rinnai tungku;1126.35;34916.7;535.88;Tanjung Priok;IN
20/01/2024 00:00;UD Suryono;Perum Pratama Tbk;minyak goreng sawit;1841.62;272559.33;232.06;Batam;SG
11/01/2024 00:00;PT Handayani Tbk;CV Habibi Pudjiastuti Tbk;kerudung pashmina;3323.71;89740.04;617.39;Makassar;CN
18/01/2024 00:00;CV Widodo;Perum Putra;kipas angin meja;983.5;87531.25;175.32;Tanjung Perak;VN
30/01/2024 00:00;Perum Halimah Tbk;Perum Waskita Rahmawati (Persero) Tbk;jam tangan casio;772.85;682871196.63;2.03;Belawan;SG
